,Pesquisa,Titulo,Link,Comentario
307,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Muito bom o telefone.
308,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Eu simplismente amei o celular maravilhoso chego muito rápido.
309,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Amei muito bom e lindo.
310,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Ótimo produto pelo custo e benefício.
311,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Minha filha amou o celular veio tudo ok.
312,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"Foi presente, meu esposo adorou."
313,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Excelente muito bom mesmo eu recomendo minha família só tem motorola e muito bom mesmo pode comprar que vale a pena abraço a todos.
314,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Muito bom ótimo excelente produto.
315,smartphone,"Smartphone Motorola Moto G22 Dual 6,5 128gb 4gb Ram Azul",https://produto.mercadolivre.com.br/MLB-2660980219-smartphone-motorola-moto-g22-dual-65-128gb-4gb-ram-azul-_JM#position=48&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"Top de mais esse telefone,, bateria dura até dois dias dependendo do uso ,, resolução das fotos muito boa."
316,smartphone,"Smartphone Samsung Galaxy A14 64gb 4gb 6,6  Dual Chip Preto",https://produto.mercadolivre.com.br/MLB-3657879250-smartphone-samsung-galaxy-a14-64gb-4gb-66-dual-chip-preto-_JM#position=50&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Produto ótimo para a faca de preço dele.
317,smartphone,"Smartphone Samsung Galaxy A14 64gb 4gb 6,6  Dual Chip Preto",https://produto.mercadolivre.com.br/MLB-3657879250-smartphone-samsung-galaxy-a14-64gb-4gb-66-dual-chip-preto-_JM#position=50&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Está ótimo.
318,smartphone,"Smartphone Samsung Galaxy A14 64gb 4gb 6,6  Dual Chip Preto",https://produto.mercadolivre.com.br/MLB-3657879250-smartphone-samsung-galaxy-a14-64gb-4gb-66-dual-chip-preto-_JM#position=50&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Ótimo.
319,smartphone,"Smartphone Samsung Galaxy A14 64gb 4gb 6,6  Dual Chip Preto",https://produto.mercadolivre.com.br/MLB-3657879250-smartphone-samsung-galaxy-a14-64gb-4gb-66-dual-chip-preto-_JM#position=50&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,É produto é ótimo.
320,smartphone,Celular Smartphone Idoso 4g 32gb 6.1 Pol 2gb Ram Wi-fi,https://produto.mercadolivre.com.br/MLB-3313070363-celular-smartphone-idoso-4g-32gb-61-pol-2gb-ram-wi-fi-_JM#position=52&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Minha mãe está adorando.
321,smartphone,Smartphone Samsung Galaxy A14 4g Octa-core 4 Gb Ram Full Hd+,https://produto.mercadolivre.com.br/MLB-3305473055-smartphone-samsung-galaxy-a14-4g-octa-core-4-gb-ram-full-hd-_JM#position=53&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Perfeito.
322,smartphone,Smartphone Samsung Galaxy A14 4g Octa-core 4 Gb Ram Full Hd+,https://produto.mercadolivre.com.br/MLB-3305473055-smartphone-samsung-galaxy-a14-4g-octa-core-4-gb-ram-full-hd-_JM#position=53&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Ótimo produto quem não tem ainda eu recomendo comprar obrigado a todos 👏👏👏👏👏👍.
323,smartphone,Smartphone Samsung Galaxy A14 4g Octa-core 4 Gb Ram Full Hd+,https://produto.mercadolivre.com.br/MLB-3305473055-smartphone-samsung-galaxy-a14-4g-octa-core-4-gb-ram-full-hd-_JM#position=53&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Custo benefício top. Samsung sempre na frente!!.
324,smartphone,Smartphone Samsung Galaxy A14 4g Octa-core 4 Gb Ram Full Hd+,https://produto.mercadolivre.com.br/MLB-3305473055-smartphone-samsung-galaxy-a14-4g-octa-core-4-gb-ram-full-hd-_JM#position=53&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Muito bom.
325,smartphone,Smartphone Samsung Galaxy A14 4g Octa-core 4 Gb Ram Full Hd+,https://produto.mercadolivre.com.br/MLB-3305473055-smartphone-samsung-galaxy-a14-4g-octa-core-4-gb-ram-full-hd-_JM#position=53&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Ótimo celular e ótimo custo benefício.
326,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Amei o cel.
327,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Veio sem fone de ouvido e eu acho que ele está com problemas vou na autorizada na motorola se ele me disserem que veio com defeito eu vou devolver na segunda feira.
328,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"Cuidado!.
O wifi de 5ghz do meu fica sempre entre 50 e 120 mbps, em um link de 600 mbps.
Outros aparelhos ao lado dele ficam sempre acima de 500.
Já enviei para a assistência motorola e voltou igual.
Parece que é uma limitação do aparelho."
329,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"Dei a minha esposa de presente no dia das mães, ela está amando. Muito bom."
330,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"Ótimo custo benefício.
Excelente."
331,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"O produto está estranho, não se consegue colocar wi-fi. Parece que já tinha sido usado, que consertaram de qualquer jeito e venderam posteriormente."
332,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Muito bom mesmo.
333,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Bom para o preço.
334,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"Muito bom , principalmente custo benefício."
335,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"Muito bom, recomendo."
336,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Muito ótimo.
337,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Produto primeira muito bom mesmo!.
338,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,O áudio do celular estar ruim e os vídeos sair ruim tbm.
339,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Ótimo.
340,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Lindo.
341,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,"Eu achei que tinha leitor de digital, não reparei na compra. Preciso de um celular que tenha."
342,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Top recomendo.
343,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Comprei pra minha mãe de presente e ela amou.
344,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Gostei porém dei para minha filha de presente.
345,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Muito bom parabéns eu gostei muito eu fiz um bom negócio.
346,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,O aparelho é maravilhoso. Boa qualidade 😚.
347,smartphone,Smartphone Moto E13 32gb Tela 6.5'' 2gb Ram Grafite Motorola,https://produto.mercadolivre.com.br/MLB-3140442935-smartphone-moto-e13-32gb-tela-65-2gb-ram-grafite-motorola-_JM#position=54&search_layout=stack&type=item&tracking_id=4703b69b-1b0f-4cc2-b281-a641f81b3281,Recomendo todos do mercado livre.
